index,prediction
92024,16.11921
92025,17.124153
92026,17.313423
92027,15.564087
92028,16.2504
92029,17.231121
92030,21.121254
92031,21.196392
92032,22.235628
92033,22.537659
92034,22.487375
92035,22.656273
92036,22.72949
92037,22.72408
92038,22.726505
92039,22.696554
92040,22.652538
92041,22.868654
92042,22.898027
92043,22.84414
92044,23.013363
92045,23.14921
92046,23.180727
92047,22.419699
92048,23.482445
92049,23.355818
92050,22.326056
92051,21.184946
92052,18.330437
92053,11.002838
92054,8.428829
92055,5.0447774
92056,2.7700644
92057,0.6598041
92058,0.017760426
92059,-0.0013606548
92060,0.0070954263
92061,0.004297167
92062,0.0044057667
92063,0.006576836
92064,0.0058242083
92065,0.0057916343
92066,0.005131513
92067,0.0057916343
92068,0.0058242083
92069,0.0058242083
92070,0.0045821667
92071,0.0032140017
92072,0.0044057667
92073,0.0044057667
92074,0.0044057667
92075,0.0044057667
92076,0.0044057667
92077,0.0044057667
92078,-0.039892554
92079,0.0018780231
92080,0.006090343
92081,0.006090343
92082,0.014017582
92083,0.05841455
92084,0.029210985
92085,0.020710707
92086,0.031998962
92087,0.024350524
92088,0.024563044
92089,0.024563044
92090,0.024563044
92091,0.023835212
92092,0.02330798
92093,0.022099853
92094,0.04165232
92095,0.041843653
92096,0.04288113
92097,0.043098718
92098,0.03275734
92099,0.03275734
92100,0.03275734
92101,0.03275734
92102,0.043098718
92103,0.043098718
92104,0.043098718
92105,0.020431966
92106,0.020431966
92107,0.020431966
92108,0.020431966
92109,0.019704133
92110,0.019704133
92111,0.019704133
92112,0.020214379
92113,0.006733328
92114,0.19229722
92115,1.5028837
92116,5.444654
92117,7.1326094
92118,11.422144
92119,13.834203
92120,17.264875
92121,21.2209
92122,22.674034
92123,23.589241
92124,23.22167
92125,23.302778
92126,23.216124
92127,23.096476
92128,22.569057
92129,22.300695
92130,22.371595
92131,20.380938
92132,22.034908
92133,20.796103
92134,20.455488
92135,20.444
92136,20.43601
92137,20.597761
92138,20.36241
92139,19.898018
92140,20.473497
92141,19.553167
92142,20.29781
92143,20.634695
92144,23.064014
92145,23.338854
92146,22.90172
92147,21.117916
92148,20.366234
92149,16.913673
92150,8.465687
92151,3.772642
92152,1.7164907
92153,0.5507677
92154,0.036114007
92155,0.0063952506
92156,-0.004671097
92157,0.0006252229
92158,-0.006762564
92159,-0.00630188
92160,-0.03591281
92161,-0.032765627
92162,-0.017939448
92163,-0.008494616
92164,-0.00934267
92165,-0.00934267
92166,-0.00934267
92167,-0.012176573
92168,-0.022539556
92169,-0.017236054
92170,-0.017236054
92171,-0.012953401
92172,-0.017236054
92173,-0.006744623
92174,0.008337885
92175,-0.021505356
92176,0.23605672
92177,0.2657635
92178,0.2657635
92179,0.2657635
92180,0.2653767
92181,0.24868846
92182,0.2444359
92183,0.2444359
92184,0.2444359
92185,-0.0087375045
92186,-0.038193643
92187,0.00814116
92188,0.014857531
92189,0.008342236
92190,0.0081041455
92191,0.0048334897
92192,0.0036233962
92193,0.0036233962
92194,0.0035582483
92195,0.0035582483
92196,0.0035582483
92197,0.0035582483
92198,0.0035582483
92199,0.0035582483
92200,0.0035582483
92201,0.0035582483
92202,0.0035582483
92203,0.0035582483
92204,0.0035582483
92205,0.0035582483
92206,0.0035582483
92207,0.0035582483
92208,0.0035582483
92209,0.0036233962
92210,0.24530146
92211,1.2513536
92212,3.7489505
92213,6.53598
92214,9.119962
92215,13.240147
92216,15.382757
92217,15.071301
92218,16.382896
92219,17.74235
92220,22.458115
92221,22.849646
92222,23.214088
92223,22.713394
92224,22.725582
92225,20.809055
92226,21.021467
92227,20.587643
92228,19.188663
92229,21.150719
92230,21.836447
92231,21.616728
92232,21.387877
92233,20.47687
92234,20.231081
92235,19.031633
92236,18.745207
92237,18.634897
92238,20.33907
92239,22.895412
92240,23.40288
92241,23.04473
92242,21.82105
92243,19.07958
92244,15.502561
92245,13.398949
92246,9.546336
92247,5.5754967
92248,2.3288288
92249,0.1950542
92250,0.0023955107
92251,0.010466784
92252,-0.016800463
92253,-0.007458329
92254,-0.0026257038
92255,-0.016582906
92256,-0.012604892
92257,0.0013522804
92258,0.0013522804
92259,-0.0034797788
92260,-0.0044354796
92261,-0.01265651
92262,-0.0538283
92263,-0.002481997
92264,-0.0029922128
92265,0.00017023087
92266,0.0007221997
92267,0.011364162
92268,-0.06576347
92269,0.00942421
92270,-0.07312685
92271,-0.035216987
92272,0.023267925
92273,0.009311289
92274,0.017265022
92275,0.02167511
92276,0.00524348
92277,0.035293788
92278,0.035293788
92279,0.035293788
92280,0.035293788
92281,0.035293788
92282,0.00524348
92283,0.02167511
92284,-0.018377304
92285,-0.021166325
92286,-0.016147733
92287,0.008256674
92288,-0.012088001
92289,-0.011351526
92290,-0.042909443
92291,-0.042909443
92292,-0.003749907
92293,-0.005229652
92294,-0.05179262
92295,-0.038184166
92296,-0.037297368
92297,0.04550016
92298,0.2003077
92299,0.20701542
92300,0.054570913
92301,0.035546035
92302,0.035437435
92303,0.035437435
92304,0.019275725
92305,0.15247822
92306,0.44250596
92307,1.2227354
92308,3.4276583
92309,5.5068345
92310,6.196127
92311,9.81439
92312,12.412226
92313,14.856498
92314,17.995356
92315,17.892427
92316,19.890987
92317,20.13387
92318,20.233593
92319,20.308853
92320,21.240904
92321,21.704155
92322,22.56555
92323,22.628616
92324,22.494028
92325,22.56281
92326,21.904127
92327,21.29295
92328,21.126749
92329,21.234928
92330,21.146486
92331,20.182192
92332,20.116028
92333,19.721798
92334,18.358759
92335,21.405294
92336,21.724543
92337,21.850456
92338,18.490444
92339,19.759375
92340,16.616722
92341,10.928389
92342,7.637984
92343,4.043474
92344,2.9942994
92345,0.6074516
92346,0.20922697
92347,0.20899251
92348,0.35209802
92349,0.2549979
92350,0.21979398
92351,0.11593053
92352,0.060778946
92353,0.060670346
92354,0.062210888
92355,0.06469077
92356,0.06469077
92357,0.065383166
92358,0.033853203
92359,0.03454256
92360,0.03454256
92361,0.03454256
92362,0.02275452
92363,0.026025176
92364,0.026025176
92365,0.026025176
92366,0.022688597
92367,0.022688597
92368,0.0035779178
92369,0.0035779178
92370,0.0035779178
92371,0.0035779178
92372,0.0035779178
92373,0.0035779178
92374,0.0035779178
92375,0.0035779178
92376,0.0035779178
92377,0.004032731
92378,0.0028885603
92379,0.0023685992
92380,0.0023685992
92381,0.033333242
92382,0.033333242
92383,0.062903285
92384,0.062210888
92385,0.060670346
92386,0.060670346
92387,0.04111603
92388,0.058502764
92389,0.07390773
92390,0.07390773
92391,0.049051285
92392,0.03927338
92393,-0.058837652
92394,0.05208507
92395,0.0705525
92396,0.0844295
92397,0.08663359
92398,0.058642387
92399,0.11310929
92400,0.11380169
92401,0.1423909
92402,0.56641775
92403,1.46649
92404,3.8944151
92405,5.4764814
92406,5.907712
92407,11.46238
92408,15.038914
92409,15.88145
92410,19.101658
92411,20.13723
92412,20.22924
92413,21.376394
92414,21.168514
92415,22.11014
92416,22.102966
92417,22.190022
92418,21.034407
92419,22.307875
92420,22.313816
92421,22.096788
92422,20.891844
92423,22.721966
92424,22.758095
92425,23.114704
92426,22.753841
92427,22.815321
92428,22.835659
92429,23.107595
92430,23.07465
92431,21.87939
92432,23.456783
92433,21.664968
92434,20.16321
92435,19.236538
92436,16.86579
92437,14.275419
92438,8.983145
92439,6.1937876
92440,2.5471573
92441,1.0594959
92442,0.1170015
92443,0.10761508
92444,0.14370331
92445,0.12429139
92446,0.122612864
92447,0.11227149
92448,0.118005514
92449,0.1449917
92450,0.10981363
92451,0.10303563
92452,0.10972184
92453,0.11167666
92454,0.08221266
92455,0.11279416
92456,0.11046052
92457,0.087471455
92458,0.087471455
92459,0.12278375
92460,0.108493984
92461,0.114712715
92462,0.104833424
92463,0.09219891
92464,-0.052564263
92465,-0.13221467
92466,0.009505659
92467,0.0032969415
92468,-0.001793325
92469,-0.00040274858
92470,-0.0020314455
92471,-0.0020314455
92472,-0.0020314455
92473,-0.0020314455
92474,-0.0020314455
92475,-0.0020314455
92476,-0.0020314455
92477,-0.0020314455
92478,-0.0020314455
92479,-0.0053022504
92480,-0.016484022
92481,-0.016484022
92482,-0.016484022
92483,-0.016484022
92484,-0.016484022
92485,-0.0053022504
92486,-0.0053022504
92487,-0.0053022504
92488,-0.0053022504
92489,-0.0050836205
92490,-0.0050836205
92491,-0.0050836205
92492,-0.0062277913
92493,-0.007982254
