index,prediction
103286,6.2740107
103287,3.8520515
103288,3.370319
103289,0.932469
103290,-0.027827859
103291,-0.017535329
103292,-0.004004061
103293,-0.006157279
103294,0.021442115
103295,0.021442115
103296,0.021442115
103297,0.021442115
103298,0.0064125657
103299,-0.016782165
103300,-0.018579006
103301,-0.03799379
103302,-0.026857018
103303,-0.01838243
103304,-0.019087076
103305,-0.03974724
103306,-0.03974724
103307,-0.03974724
103308,-0.03974724
103309,-0.038867116
103310,-0.038867116
103311,-0.0393883
103312,-0.04161191
103313,-0.09236586
103314,-0.1127038
103315,0.121558934
103316,-0.11300051
103317,-0.11300051
103318,-0.12824392
103319,-0.12824392
103320,-0.13096166
103321,-0.13096166
103322,-0.13096166
103323,-0.109259605
103324,-0.109259605
103325,-0.10073662
103326,-0.09925735
103327,-0.09863877
103328,-0.09863877
103329,-0.09863877
103330,-0.09863877
103331,-0.09863877
103332,-0.09863877
103333,-0.09863877
103334,-0.25218117
103335,-0.1374203
103336,-0.1374203
103337,-0.1374203
103338,-0.13521552
103339,-0.13068259
103340,-0.13068259
103341,-0.13882852
103342,-0.14949846
103343,-0.15402663
103344,-0.1546452
103345,-0.1546452
103346,0.7284232
103347,2.6259017
103348,3.6577435
103349,5.7365465
103350,19.462152
103351,18.732828
103352,20.497059
103353,22.559162
103354,24.570152
103355,25.34743
103356,27.246927
103357,29.421745
103358,31.411596
103359,31.663582
103360,34.365223
103361,34.867157
103362,34.615425
103363,34.114235
103364,33.336773
103365,32.85363
103366,33.661034
103367,33.661034
103368,33.53771
103369,33.182743
103370,33.223934
103371,32.967255
103372,33.294987
103373,30.756775
103374,30.717875
103375,29.669474
103376,26.458021
103377,24.95666
103378,23.1579
103379,22.312449
103380,20.39438
103381,14.977102
103382,10.660493
103383,6.8067493
103384,4.5620947
103385,1.7853907
103386,-0.05455625
103387,-0.039112926
103388,-0.023535013
103389,-0.026979208
103390,-0.026979208
103391,-0.0036610365
103392,-0.0036610365
103393,-0.0036610365
103394,-0.0036610365
103395,0.0036159754
103396,0.0044960678
103397,0.008236051
103398,0.019219369
103399,0.019219369
103400,0.019219369
103401,0.021829426
103402,0.021829426
103403,0.021829426
103404,0.021829426
103405,0.021829426
103406,0.021829426
103407,0.009768188
103408,0.009768188
103409,-0.0851655
103410,-0.0851655
103411,-0.09290409
103412,-0.085410595
103413,-0.083935976
103414,-0.083935976
103415,-0.083935976
103416,-0.083935976
103417,-0.081826806
103418,-0.081826806
103419,-0.067138076
103420,-0.083935976
103421,-0.083935976
103422,-0.07619727
103423,-0.075264096
103424,-0.06151676
103425,-0.06151676
103426,-0.06448448
103427,-0.06448448
103428,-0.052399397
103429,-0.06448448
103430,-0.06448448
103431,-0.06448448
103432,-0.06448448
103433,-0.05699098
103434,-0.055516362
103435,-0.055516362
103436,-0.071671486
103437,-0.071671486
103438,-0.069562435
103439,-0.069562435
103440,-0.0056738853
103441,-0.05224538
103442,1.1953436
103443,4.4001455
103444,6.964101
103445,9.844135
103446,12.911225
103447,14.272083
103448,18.849134
103449,21.529861
103450,22.407743
103451,23.65819
103452,24.093235
103453,26.997917
103454,29.619999
103455,31.29371
103456,32.337906
103457,32.469303
103458,32.21523
103459,30.61618
103460,27.715399
103461,27.679874
103462,29.027548
103463,30.841406
103464,30.651312
103465,30.850029
103466,30.663229
103467,29.66522
103468,24.730091
103469,26.552065
103470,26.81852
103471,25.400555
103472,22.327911
103473,21.297356
103474,21.235266
103475,18.174011
103476,10.754749
103477,12.074045
103478,7.470222
103479,7.0563745
103480,4.8773627
103481,3.3295758
103482,-0.07131064
103483,-0.09482396
103484,-0.07249439
103485,-0.06510782
103486,-0.06548202
103487,-0.010539174
103488,0.27867824
103489,0.28734362
103490,0.3337472
103491,0.34780246
103492,0.35223645
103493,0.3375324
103494,0.3375324
103495,2.746495
103496,2.8470955
103497,2.8108847
103498,2.8108847
103499,2.4456618
103500,2.4456618
103501,2.484424
103502,2.4456618
103503,2.3311923
103504,2.3032384
103505,0.08391118
103506,0.08119345
103507,0.07540017
103508,0.3717162
103509,0.6436656
103510,1.0357765
103511,1.4697276
103512,-0.13214982
103513,-0.13214982
103514,-0.13718998
103515,-0.13718998
103516,-0.13718998
103517,-0.13718998
103518,-0.13266182
103519,-0.1348666
103520,-0.1348666
103521,-0.11819911
103522,-0.11819911
103523,-0.12062287
103524,-0.15372026
103525,-0.14636749
103526,-0.14193344
103527,-0.14193344
103528,-0.14193344
103529,-0.14193344
103530,-0.14193344
103531,-0.14193344
103532,-0.14193344
103533,-0.13972867
103534,-0.13972867
103535,-0.13972867
103536,-0.13972867
103537,-0.1424464
103538,1.1777784
103539,5.520197
103540,7.489692
103541,11.3788185
103542,12.621793
103543,13.698803
103544,17.472143
103545,20.18926
103546,22.357819
103547,22.57235
103548,23.661226
103549,25.724195
103550,28.99527
103551,30.085505
103552,28.93376
103553,31.201355
103554,33.00479
103555,32.4082
103556,35.75521
103557,35.722565
103558,35.700115
103559,36.47373
103560,36.47373
103561,33.453472
103562,30.86628
103563,29.449375
103564,27.963728
103565,26.803282
103566,26.156086
103567,23.08491
103568,24.600904
103569,22.04222
103570,20.338829
103571,17.724154
103572,14.388165
103573,9.020838
103574,6.4739046
103575,4.4484386
103576,2.478711
103577,0.75759566
103578,0.028208256
103579,0.043908298
103580,0.054491043
103581,0.10396707
103582,0.18754792
103583,0.20148048
103584,0.20148048
103585,0.20148048
103586,0.19633737
103587,0.19633737
103588,0.19633737
103589,0.19633737
103590,0.20297408
103591,0.37605304
103592,0.37605304
103593,0.30255666
103594,0.2917111
103595,0.2917111
103596,0.29574525
103597,0.3077336
103598,0.3829831
103599,0.4312102
103600,0.43214107
103601,0.113461405
103602,0.13745788
103603,0.13943914
103604,0.11239204
103605,0.1288884
103606,0.12506285
103607,0.12506285
103608,0.12506285
103609,0.12506285
103610,0.16438046
103611,0.16438046
103612,0.7452197
103613,0.7367748
103614,0.5066045
103615,0.5054246
103616,0.5054246
103617,0.5043722
103618,1.8463635
103619,1.10718
103620,1.1126039
103621,1.1126039
103622,0.61604756
103623,0.61604756
103624,0.47518697
103625,0.48291448
103626,0.48291448
103627,0.48291448
103628,0.26196298
103629,0.20034125
103630,0.20034125
103631,0.20034125
103632,0.18235406
103633,0.18235406
103634,0.18777788
103635,2.3395815
103636,2.6057348
103637,5.10843
103638,7.9653964
103639,8.66582
103640,8.841681
103641,11.221366
103642,13.783576
103643,13.126032
103644,17.085451
103645,18.92986
103646,20.667057
103647,22.134644
103648,22.05614
103649,23.836073
103650,23.807888
103651,23.300098
103652,23.713274
103653,23.687841
103654,23.13937
103655,22.488167
103656,21.960932
103657,19.89088
103658,20.227003
103659,19.36957
103660,18.74817
103661,16.461056
103662,15.9123
103663,13.930054
103664,13.877112
103665,11.424203
103666,11.29341
103667,8.244186
103668,6.2329445
103669,4.994809
103670,3.4629385
103671,1.9752733
103672,2.2732959
103673,0.6632654
103674,-0.054698586
103675,-0.05854237
103676,-0.059749126
103677,-0.0463382
103678,-0.045201898
103679,-0.044937253
103680,-0.0492059
103681,-0.047809005
103682,-0.047809005
103683,-0.035969496
103684,-0.035969496
103685,-0.044330716
103686,-0.038799882
103687,-0.017989516
103688,-0.017989516
103689,-0.017109513
103690,-0.017630696
103691,-0.010886192
103692,0.6598637
103693,0.22953555
103694,0.23116556
103695,0.0652186
103696,0.064912766
103697,0.24745548
103698,1.441015
103699,0.4274518
103700,-0.088251114
103701,-0.08747172
103702,0.19202608
103703,0.26025125
103704,0.6859596
103705,-0.16182148
103706,-0.17054343
103707,-0.15177095
103708,-0.15177095
103709,-0.12634718
103710,-0.13641548
103711,-0.13641548
103712,-0.14529836
103713,-0.14529836
103714,-0.14529836
103715,-0.14529836
103716,-0.14529836
103717,-0.14529836
103718,-0.14529836
103719,-0.14529836
103720,-0.14529836
103721,-0.14529836
103722,-0.14529836
103723,-0.14529836
103724,-0.14529836
103725,-0.14529836
103726,-0.14529836
103727,-0.14529836
103728,-0.14529836
103729,-0.14908147
103730,1.1062272
103731,3.4880753
103732,7.0080876
103733,11.717057
103734,16.713861
103735,18.824903
103736,23.042631
103737,23.581264
103738,23.999233
103739,23.963972
103740,24.474607
103741,27.08179
103742,28.972065
103743,30.650414
103744,30.80354
103745,32.04933
103746,31.103336
103747,32.871746
103748,33.401695
103749,33.981487
103750,33.349266
103751,33.44711
103752,33.44711
103753,33.59542
103754,30.890589
103755,31.882023
103756,32.225548
103757,29.117588
103758,29.67426
103759,29.722809
103760,28.593775
103761,24.241661
103762,20.694986
103763,18.46798
103764,16.93023
103765,15.744198
103766,11.400482
103767,6.206722
103768,6.301518
103769,4.4509783
103770,0.794545
103771,0.49904487
103772,0.03058803
103773,0.023319721
103774,0.017684191
103775,0.008733898
103776,0.005457908
103777,0.008818746
103778,0.0051121414
103779,0.004591018
103780,0.10670605
103781,0.15103993
103782,0.34601283
103783,0.6134019
103784,1.6320552
103785,-0.08679724
103786,-0.08710301
103787,0.10472298
103788,0.10472298
103789,0.10472298
103790,0.10472298
103791,0.10472298
103792,-0.08489823
103793,1.7675365
103794,0.07048589
103795,0.09160486
103796,0.09160486
103797,0.13742435
103798,0.13809031
103799,0.13503695
103800,0.037337482
103801,0.060687155
103802,0.14029515
103803,0.14029515
103804,0.14240429
103805,0.10898417
103806,0.13934925
103807,0.16492856
103808,0.85111356
103809,1.5318499
103810,2.601133
103811,2.6152413
103812,3.9618993
103813,0.43434417
103814,0.4202358
103815,0.4095053
103816,0.39586222
103817,-0.106392145
103818,-0.106392145
103819,-0.106392145
103820,-0.13240278
103821,-0.13240278
103822,-0.13240278
103823,-0.13240278
103824,-0.13240278
103825,-0.13240278
103826,2.4021127
103827,4.688983
103828,7.0217633
103829,9.674827
103830,13.172736
103831,15.491578
103832,18.912443
103833,21.912909
103834,22.988537
103835,24.396961
103836,25.143917
103837,28.473337
103838,29.515081
103839,30.45414
103840,29.58098
103841,31.576674
103842,31.304352
103843,30.599472
103844,29.389923
103845,31.199795
103846,30.645754
103847,31.341406
103848,30.304098
103849,29.489923
103850,30.215548
103851,28.654125
103852,29.34816
103853,29.096418
103854,27.568
103855,26.231228
103856,23.465103
103857,20.672586
103858,18.629482
103859,16.74981
103860,16.30651
103861,13.649012
103862,10.891031
103863,6.7053285
103864,5.105494
103865,2.8811424
103866,-0.04179859
103867,-0.03208208
103868,-0.029212952
103869,-0.060828567
103870,-0.049691677
103871,-0.042338908
103872,-0.02498734
103873,-0.03677416
103874,-0.048423648
103875,-0.059016585
103876,-0.05983019
103877,-0.11599243
103878,-0.1157856
103879,-0.12113166
103880,-0.11617708
103881,-0.13891208
103882,-0.13891208
103883,-0.13891208
103884,-0.13891208
103885,-0.13939476
103886,-0.13939476
103887,-0.1348666
103888,-0.1348666
103889,-0.14575756
103890,-0.14575756
103891,-0.16348791
103892,-0.14489615
103893,-0.14722884
103894,-0.151757
103895,-0.15127432
103896,-0.15127432
103897,-0.15127432
103898,-0.151757
103899,-0.151757
103900,-0.151757
103901,-0.14722884
103902,-0.14722884
103903,-0.14722884
103904,-0.13655889
103905,-0.15515065
103906,-0.15515065
103907,-0.15515065
103908,-0.15515065
103909,-0.15515065
103910,-0.15515065
103911,-0.14869201
103912,-0.14869201
103913,-0.14869201
103914,-0.14869201
103915,-0.14869201
103916,-0.11695981
103917,-0.1200701
103918,-0.1200701
103919,-0.1200701
103920,-0.1200701
103921,-0.1200701
103922,0.5497528
103923,2.7678761
103924,3.4428275
103925,7.8538165
103926,10.010566
103927,14.742185
103928,17.739565
103929,21.909058
103930,22.833244
103931,24.20209
103932,26.042503
103933,28.446703
103934,30.216635
103935,30.436146
103936,32.251846
103937,32.982468
103938,33.669125
103939,35.041042
103940,36.815758
103941,37.055763
103942,36.399715
103943,35.853024
103944,35.853024
103945,35.89534
103946,33.194252
103947,32.818985
103948,29.793226
103949,29.849436
103950,28.509815
103951,29.14761
103952,27.05839
103953,25.249434
103954,22.87124
103955,18.831757
103956,16.747124
103957,18.135342
103958,11.972543
103959,7.969064
103960,6.643872
103961,3.9684489
103962,0.03058803
103963,0.028434336
103964,0.015215039
103965,0.015215039
103966,0.01234588
103967,0.01197499
103968,0.008295178
103969,0.008295178
103970,0.008844852
103971,0.008844852
103972,0.008844852
103973,0.008844852
103974,0.016561747
103975,0.016561747
103976,0.016561747
103977,0.016561747
103978,0.017684191
103979,0.017684191
103980,0.008733898
103981,0.008067876
103982,0.008067876
103983,0.0089479685
103984,0.0089479685
103985,-0.009471893
103986,-0.009471893
103987,-0.009471893
103988,-0.009471893
103989,-0.009471893
103990,-0.001463294
103991,-0.001463294
103992,-0.001463294
103993,-0.001463294
103994,-0.009471893
103995,0.02959776
103996,0.10157642
103997,0.086402684
103998,0.044169873
103999,0.04564452
104000,0.049351454
104001,0.049351454
104002,0.06557879
104003,0.06768793
104004,0.52452296
104005,0.5320621
104006,0.7179463
104007,1.0673933
104008,1.0595678
104009,0.846142
104010,1.2962596
104011,10.210991
104012,1.5513713
104013,0.81803966
104014,0.82960975
104015,1.027875
104016,1.0252945
104017,0.82702935
104018,2.7579436
104019,4.956629
104020,7.45467
104021,9.486331
104022,14.442567
104023,16.253128
104024,18.597584
104025,21.43546
104026,22.194014
104027,22.783525
104028,24.346521
104029,27.838697
104030,28.921555
104031,31.29371
104032,32.06475
104033,32.05966
104034,30.238459
104035,28.569687
104036,28.947714
104037,29.543531
104038,31.89405
104039,31.50933
104040,31.50933
104041,31.66649
104042,29.524473
104043,29.383585
104044,27.712568
104045,26.241583
104046,25.740557
104047,27.069605
104048,26.44323
104049,21.497852
104050,19.566067
104051,13.958861
104052,12.585569
104053,12.142577
104054,10.863671
104055,7.496607
104056,4.082362
104057,2.4147906
104058,-0.03306091
104059,-0.041881323
104060,-0.044885457
104061,-0.05673611
104062,-0.03849554
104063,-0.030050635
104064,-0.036999583
104065,-0.036999583
104066,-0.036492467
104067,0.24109903
104068,0.13937616
104069,-0.015411377
104070,-0.034182906
104071,-0.041908145
104072,-0.07156646
104073,-0.07599163
104074,-0.08514333
104075,0.5798934
104076,2.732318
104077,2.7297354
104078,3.15557
104079,-0.16995764
104080,-0.14531231
104081,-0.1231693
104082,-0.12619293
104083,-0.12619293
104084,0.33779153
104085,-0.15038192
104086,-0.13211846
104087,-0.13211846
104088,-0.14284348
104089,-0.14284348
104090,-0.112018704
104091,-0.112018704
104092,-0.112018704
104093,-0.112018704
104094,-0.112018704
104095,-0.112018704
104096,-0.112018704
104097,-0.112018704
104098,-0.112018704
104099,-0.112018704
104100,-0.112018704
104101,-0.14284348
104102,-0.14278841
104103,-0.14278841
104104,-0.14248264
104105,-0.14248264
104106,3.6871247
104107,2.877476
104108,2.877476
104109,1.0046756
104110,0.6712283
104111,0.6330075
104112,0.21552557
104113,0.03700149
104114,1.4838606
104115,3.9621413
104116,7.6265006
104117,12.160344
104118,15.1954
104119,18.166851
104120,19.043211
104121,21.645086
104122,22.447773
104123,24.287563
104124,26.219082
104125,28.471296
104126,29.539196
104127,30.606306
104128,31.308062
104129,32.82749
104130,33.827293
104131,33.066055
104132,33.617363
104133,33.55194
104134,33.081333
104135,32.480263
104136,32.063946
104137,33.75647
104138,33.171
104139,32.97742
104140,30.750505
104141,26.486073
104142,26.365133
104143,24.451647
104144,23.704517
104145,23.91384
104146,23.868973
104147,23.96393
104148,20.918993
104149,13.494614
104150,9.661493
104151,5.0357995
104152,3.221096
104153,1.5081607
104154,0.14496946
104155,-0.016020179
104156,-0.056211114
104157,-0.10767269
104158,-0.12554431
104159,-0.10470307
104160,-0.12820482
104161,-0.12595499
104162,-0.12595499
104163,-0.12595499
104164,-0.12552798
104165,-0.118279934
104166,-0.11092377
104167,-0.1039958
104168,-0.04369831
104169,0.15225798
104170,0.43048602
104171,0.5694097
104172,0.5694097
104173,0.5758683
104174,0.5758683
104175,0.349627
104176,0.19209641
104177,-0.070828795
104178,-0.075063705
104179,-0.07454252
104180,-0.07454252
104181,-0.07156646
104182,-0.08284247
104183,-0.09019852
104184,-0.09019852
104185,-0.09133482
104186,-0.092422366
104187,-0.097548485
104188,-0.089809895
104189,-0.073064566
104190,-0.06500006
104191,-0.061555862
104192,-0.058945656
104193,-0.058945656
104194,-0.058945656
104195,-0.058945656
104196,-0.058945656
104197,-0.058945656
104198,-0.058945656
104199,-0.05946684
104200,-0.05946684
104201,-0.06169045
104202,-0.06169045
104203,-0.03818202
104204,-0.039669633
104205,-0.038195133
104206,-0.041639328
104207,-0.041639328
104208,-0.041639328
104209,-0.043113947
104210,1.8693899
104211,4.8131824
104212,7.7408943
104213,11.346027
104214,14.414275
104215,18.277225
104216,18.830164
104217,21.87215
104218,23.35221
104219,25.045055
104220,26.337719
104221,27.674545
104222,30.286991
104223,30.203024
104224,31.665627
104225,32.652187
104226,34.91306
104227,31.557428
104228,34.13515
104229,34.164948
104230,33.08963
104231,32.215477
104232,31.94536
104233,32.131687
104234,34.02406
104235,30.55834
104236,28.052649
104237,27.475153
104238,26.856335
104239,27.170149
104240,25.125097
104241,21.028765
104242,18.962658
104243,15.784667
104244,13.980633
104245,12.795197
104246,7.3150067
104247,4.853314
104248,2.6953254
104249,1.5601196
104250,-0.0069135427
104251,-0.0069135427
104252,0.01951155
104253,0.09792149
104254,0.5010707
104255,0.5101582
104256,0.5101582
104257,0.5080474
104258,0.5008908
104259,0.25384092
104260,0.19609532
104261,0.18315014
104262,0.23544669
104263,0.24663281
104264,0.24663281
104265,0.24663281
104266,0.07216737
104267,0.07635364
104268,0.07635364
104269,0.07635364
104270,0.048511446
104271,0.04336834
104272,0.04336834
104273,0.038003743
104274,0.038003743
104275,0.03609258
104276,0.034970075
104277,0.034970075
104278,0.034970075
104279,0.034970075
104280,0.034970075
104281,0.034970075
104282,0.034970075
104283,0.046191692
104284,0.046191692
104285,0.046191692
104286,0.011012137
104287,0.011012137
104288,0.011012137
104289,0.011012137
104290,0.018364877
104291,0.022798896
104292,0.022798896
104293,0.02392152
104294,0.02528289
104295,0.024861932
104296,0.013075173
104297,0.010529995
104298,-0.010318875
104299,-0.0231359
104300,-0.0231359
104301,-0.035529375
104302,-0.030403256
104303,-0.025151491
104304,-0.04092431
104305,-0.04092431
104306,-0.04234481
104307,2.7336278
104308,6.0261016
104309,6.637721
104310,6.219972
104311,9.239663
104312,11.896823
104313,14.722845
104314,16.033192
104315,13.967542
104316,20.485212
104317,23.275272
104318,22.0345
104319,25.016323
104320,27.445486
104321,29.03592
104322,30.354782
104323,28.649904
104324,32.925835
104325,32.78516
104326,34.2283
104327,30.362213
104328,32.85483
104329,29.564993
104330,28.412842
104331,26.564592
104332,25.86911
104333,25.704239
104334,21.91879
104335,20.084333
104336,16.717216
104337,15.811159
104338,16.702095
104339,13.765336
104340,13.511754
104341,9.4925375
104342,5.4773636
104343,3.935598
104344,4.1475525
104345,1.8033118
104346,-0.05478537
104347,-0.036794305
104348,-0.021572232
104349,-0.04206896
104350,-0.041188955
104351,-0.07328737
104352,-0.06431925
104353,-0.0666343
104354,0.04630509
104355,0.033478945
104356,0.29251307
104357,-0.13988245
104358,0.0970754
104359,-0.11845088
104360,-0.120696545
104361,-0.14955223
104362,-0.14906955
104363,-0.14906955
104364,-0.14906955
104365,-0.14906955
104366,-0.14906955
104367,-0.14906955
104368,-0.14955223
104369,-0.13240278
104370,-0.14185822
104371,-0.13914049
104372,-0.105375886
104373,-0.107225895
104374,-0.114547014
104375,-0.114547014
104376,-0.11163509
104377,-0.114547014
104378,-0.114547014
104379,-0.11175406
104380,-0.10770857
104381,-0.10779965
104382,-0.13914049
104383,-0.14185822
104384,-0.14185822
104385,-0.15958858
104386,-0.15958858
104387,-0.0957433
104388,-0.0957433
104389,-0.0957433
104390,-0.0957433
104391,-0.0957433
104392,-0.0957433
104393,-0.0957433
104394,-0.0957433
104395,-0.0957433
104396,-0.0957433
104397,-0.0957433
104398,-0.0957433
104399,-0.0957433
104400,-0.0957433
104401,-0.017086267
104402,0.68818593
104403,3.8917809
104404,5.9501657
104405,4.471135
104406,12.724924
104407,18.914753
104408,20.855595
104409,22.948381
104410,22.855312
104411,24.957918
104412,27.58257
104413,30.25102
104414,31.533052
104415,33.75535
104416,34.582214
104417,30.435001
104418,31.874817
104419,32.03482
104420,32.13302
104421,33.657097
104422,29.265219
104423,31.49123
104424,31.212048
104425,31.90126
104426,31.797464
104427,32.164608
104428,26.927076
104429,26.966867
104430,26.841028
104431,28.256441
104432,25.330837
104433,21.45458
104434,19.198286
104435,15.462281
104436,19.719223
104437,14.579412
104438,12.199041
104439,5.748286
104440,7.7797503
104441,5.0968914
104442,0.9232302
104443,0.17020673
104444,0.11313316
104445,-0.00034308434
104446,-0.00034308434
104447,-0.00034308434
104448,0.00053706765
104449,0.00053706765
104450,1.5825033e-05
104451,0.032390177
104452,0.108967096
104453,0.26336867
104454,0.46750304
104455,0.41333777
104456,-0.09659231
104457,-0.091834426
104458,-0.07759154
104459,-0.08042693
104460,-0.08930993
104461,-0.08930993
104462,-0.08930993
104463,-0.08930993
104464,-0.10363901
104465,-0.118333936
104466,-0.11542201
104467,-0.10167217
104468,-0.10167217
104469,-0.10167217
104470,-0.10167217
104471,-0.10167217
104472,-0.10167217
104473,-0.10167217
104474,-0.10167217
104475,-0.10167217
104476,-0.10167217
