index,prediction
81842,-0.06757122
81843,-0.06713545
81844,-0.06713545
81845,-0.06713545
81846,-0.06713545
81847,-0.06713545
81848,-0.06713545
81849,-0.06713545
81850,-0.06713545
81851,-0.06713545
81852,-0.06713545
81853,-0.06713545
81854,-0.06713545
81855,-0.06713545
81856,-0.06713545
81857,-0.06713545
81858,-0.06713545
81859,-0.06713545
81860,0.87074375
81861,1.9995756
81862,2.6000557
81863,4.1337376
81864,6.779846
81865,8.029161
81866,8.976613
81867,13.350301
81868,17.4236
81869,20.474525
81870,21.180605
81871,22.248844
81872,21.809162
81873,18.273758
81874,20.729769
81875,22.309843
81876,20.85864
81877,20.440601
81878,20.78806
81879,22.885689
81880,23.10869
81881,23.394247
81882,21.050613
81883,20.552685
81884,22.45809
81885,21.133963
81886,21.389807
81887,21.389807
81888,20.616985
81889,18.15838
81890,14.498238
81891,9.266612
81892,8.001722
81893,5.065004
81894,4.0141993
81895,1.9373746
81896,1.1908793
81897,-0.036141098
81898,-0.043600857
81899,-0.04770404
81900,-0.03455293
81901,-0.043136835
81902,-0.05162877
81903,-0.05591494
81904,-0.05591494
81905,-0.05591494
81906,-0.05145365
81907,-0.05859363
81908,-0.059194803
81909,-0.063545644
81910,-0.063923895
81911,-0.063923895
81912,-0.062550604
81913,-0.06308836
81914,0.01687932
81915,0.024662614
81916,0.022633106
81917,0.022564918
81918,-0.06400484
81919,-0.06400484
81920,-0.06270814
81921,-0.07790482
81922,-0.082457185
81923,-0.082457185
81924,-0.082457185
81925,-0.082457185
81926,-0.082457185
81927,-0.082457185
81928,-0.082457185
81929,-0.082457185
81930,-0.082457185
81931,-0.0840857
81932,-0.0840857
81933,-0.09775537
81934,-0.08873898
81935,-0.09778404
81936,-0.09460634
81937,-0.111866534
81938,-0.111866534
81939,-0.111866534
81940,-0.111866534
81941,-0.110625744
81942,-0.11370355
81943,0.20492089
81944,0.8446793
81945,1.360064
81946,2.311873
81947,3.3137589
81948,3.7981372
81949,5.004958
81950,6.4418707
81951,8.221287
81952,13.566175
81953,10.848947
81954,8.977955
81955,17.589418
81956,21.116234
81957,23.190395
81958,25.262075
81959,25.775501
81960,26.148375
81961,26.294786
81962,25.688894
81963,25.202986
81964,24.938738
81965,25.41793
81966,24.46777
81967,24.380188
81968,23.948128
81969,21.531889
81970,20.486326
81971,17.160969
81972,14.7635
81973,13.659047
81974,10.175272
81975,8.559593
81976,5.720393
81977,4.0206556
81978,1.6709126
81979,1.1201186
81980,-0.06013143
81981,0.030628294
81982,-0.038156748
81983,-0.026850939
81984,-0.030109882
81985,-0.04036367
81986,-0.04140103
81987,-0.045556903
81988,-0.045064926
81989,-0.09813362
81990,-0.09778404
81991,-0.09460634
81992,-0.10599989
81993,-0.111866534
81994,-0.111866534
81995,-0.111866534
81996,-0.111866534
81997,-0.111866534
81998,-0.111866534
81999,-0.111866534
82000,-0.11220729
82001,-0.112541735
82002,-0.11250728
82003,-0.111614645
82004,-0.111614645
82005,-0.1232909
82006,-0.1232909
82007,-0.1232909
82008,-0.1232909
82009,-0.1232909
82010,-0.1232909
82011,-0.1232909
82012,-0.1232909
82013,-0.1232909
82014,-0.1232909
82015,-0.1232909
82016,-0.1232909
82017,-0.1232909
82018,-0.1232909
82019,-0.1232909
82020,-0.1232909
82021,-0.1232909
82022,-0.1232909
82023,0.17951599
82024,0.9179897
82025,0.95268726
82026,0.87724274
82027,1.8384864
82028,2.7737744
82029,3.124083
82030,4.7262425
82031,3.744121
82032,5.5659018
82033,5.7422504
82034,4.4799767
82035,6.2897134
82036,14.488538
82037,15.067028
82038,14.602138
82039,14.9995365
82040,16.00632
82041,13.742381
82042,15.835758
82043,14.148594
82044,18.131699
82045,18.207994
82046,20.908691
82047,18.945517
82048,18.919918
82049,18.263643
82050,18.124624
82051,17.441864
82052,16.388416
82053,15.279672
82054,12.148849
82055,7.122632
82056,4.117778
82057,2.3233535
82058,1.5706084
82059,0.93731135
82060,-0.027133942
82061,-0.042207956
82062,-0.042039514
82063,-0.069838464
82064,-0.042237103
82065,-0.07938397
82066,-0.07648015
82067,-0.076110065
82068,-0.07157487
82069,-0.11595601
82070,-0.115525246
82071,-0.115525246
82072,-0.034787178
82073,0.012907118
82074,0.012907118
82075,-0.014694333
82076,-0.014093161
82077,-0.014093161
82078,-0.014093161
82079,0.76780593
82080,1.5622556
82081,1.9064546
82082,3.8188615
82083,4.901019
82084,6.0999045
82085,8.487516
82086,12.878821
82087,14.483383
82088,16.31544
82089,19.040218
82090,20.816902
82091,22.588104
82092,24.08793
82093,24.538662
82094,24.652237
82095,24.395311
82096,24.071424
82097,21.956926
82098,21.971828
82099,20.803127
82100,20.445417
82101,18.703259
82102,17.534355
82103,15.5110445
82104,12.975177
82105,12.3634
82106,12.102107
82107,11.128631
82108,8.557692
82109,6.871364
82110,4.468162
82111,3.9272087
82112,3.4017847
82113,2.4331508
82114,1.2889336
82115,0.5849724
82116,0.31573427
82117,0.3977664
82118,0.15306553
82119,-0.08526391
82120,-0.08559841
82121,-0.08559841
82122,-0.08547467
82123,-0.08458203
82124,-0.08417088
82125,-0.08417088
82126,-0.08417088
82127,-0.09584713
82128,-0.09421861
82129,0.21408772
82130,1.161581
82131,2.0259342
82132,5.5889955
82133,6.5105643
82134,7.7464175
82135,8.537116
82136,12.538609
82137,15.754339
82138,19.402948
82139,21.153698
82140,23.316196
82141,26.839394
82142,27.906853
82143,28.226469
82144,27.993864
82145,27.82667
82146,27.555847
82147,27.651596
82148,27.74797
82149,27.172695
82150,27.449362
82151,26.486258
82152,25.272194
82153,24.569256
82154,24.557587
82155,24.18583
82156,22.335712
82157,21.096897
82158,18.905758
82159,15.75978
82160,11.631457
82161,6.7201385
82162,4.77491
82163,2.5358899
82164,1.8210701
82165,1.082699
82166,-0.035176516
82167,0.25276136
82168,0.19728509
82169,-0.04674393
82170,-0.05665821
82171,-0.083384275
82172,-0.083384275
82173,-0.083384275
82174,-0.08501279
82175,-0.084923506
82176,-0.084923506
82177,-0.084923506
82178,-0.084923506
82179,-0.083384275
82180,-0.083384275
82181,0.66600776
82182,1.3322493
82183,1.7546557
82184,3.3316135
82185,4.6772947
82186,7.5877132
82187,10.05282
82188,13.051995
82189,17.464596
82190,21.696308
82191,23.34961
82192,23.411654
82193,25.130919
82194,24.296713
82195,23.323578
82196,23.647608
82197,23.677914
82198,23.749907
82199,25.089529
82200,24.846056
82201,25.818047
82202,25.522995
82203,26.304384
82204,23.83231
82205,24.037401
82206,24.34498
82207,24.27607
82208,22.59875
82209,21.373566
82210,21.360332
82211,17.620592
82212,14.795767
82213,11.383748
82214,10.45706
82215,6.8504605
82216,2.8366141
82217,1.5515114
82218,-0.032841325
82219,-0.03787917
82220,-0.05404401
82221,-0.05404401
82222,0.061516732
82223,0.060056776
82224,0.060056776
82225,-0.06731731
82226,-0.06731731
82227,-0.070180774
82228,-0.02132982
82229,-0.02042538
82230,-0.07294428
82231,-0.07159215
82232,-0.07159215
82233,-0.07010406
82234,-0.062172472
82235,0.8124714
82236,1.6298143
82237,2.86546
82238,4.2047844
82239,5.417696
82240,7.60573
82241,9.925427
82242,14.171985
82243,16.281162
82244,19.907879
82245,22.26865
82246,22.66203
82247,23.441166
82248,24.999395
82249,25.191954
82250,23.609539
82251,19.667877
82252,20.759491
82253,21.41879
82254,22.577412
82255,21.392561
82256,22.124899
82257,21.248938
82258,22.984373
82259,21.68439
82260,21.91259
82261,21.499607
82262,20.935621
82263,20.782457
82264,18.060743
82265,15.827632
82266,12.875442
82267,8.370762
82268,6.867171
82269,4.4414043
82270,2.3842742
82271,1.2642499
82272,0.019866914
82273,0.04262197
82274,0.030896783
82275,0.042572826
82276,-0.12946159
82277,-0.12946159
82278,-0.12946159
82279,-0.12946159
82280,-0.12946159
82281,-0.12946159
82282,-0.12946159
82283,-0.12946159
82284,-0.12946159
82285,-0.12886041
82286,0.5140144
82287,1.6344153
82288,1.9288355
82289,2.3062108
82290,4.5105624
82291,6.456079
82292,9.406863
82293,13.588735
82294,17.144077
82295,21.206734
82296,22.821365
82297,22.868338
82298,27.785408
82299,28.28205
82300,28.90755
82301,29.22046
82302,28.63494
82303,27.689629
82304,27.045677
82305,26.390917
82306,22.361145
82307,22.70262
82308,21.673674
82309,24.631739
82310,23.334358
82311,23.319878
82312,22.224693
82313,20.224659
82314,18.202168
82315,17.39845
82316,14.571763
82317,13.7459345
82318,8.045945
82319,5.1697736
82320,3.518365
82321,2.5841389
82322,1.7969902
82323,-0.024076462
82324,0.2701617
82325,0.07778865
82326,0.39450222
82327,0.37453133
82328,0.2885676
82329,0.17096597
82330,-0.053525805
82331,-0.045831442
82332,-0.045831442
82333,-0.045831442
82334,-0.045831442
82335,-0.045831442
82336,-0.053183615
82337,-0.060844064
82338,-0.0635789
82339,-0.048929453
82340,0.8961381
82341,1.6382668
82342,2.3443136
82343,3.1006684
82344,6.016992
82345,8.575362
82346,9.554594
82347,11.51624
82348,14.533682
82349,15.393242
82350,17.496115
82351,18.551506
82352,19.429884
82353,19.39441
82354,20.373264
82355,20.437798
82356,20.373264
82357,20.423979
82358,18.888323
82359,18.941751
82360,18.702934
82361,16.662247
82362,16.17222
82363,15.128861
82364,14.458144
82365,11.89386
82366,9.024505
82367,8.124186
82368,8.911649
82369,8.579117
82370,7.529106
82371,5.971615
82372,4.1051064
82373,3.1933303
82374,1.9541215
82375,1.4143004
82376,0.72617215
82377,-0.036560774
82378,0.004006982
82379,0.10272768
82380,-0.093372464
82381,-0.10500443
82382,-0.11063254
82383,-0.11063254
82384,-0.11063254
82385,-0.11063254
82386,-0.11063254
82387,-0.109761536
82388,-0.109761536
82389,-0.11063254
82390,0.42867514
82391,0.89235777
82392,1.4558663
82393,3.6976354
82394,2.658273
82395,3.6474602
82396,8.036906
82397,10.445173
82398,12.448625
82399,14.99555
82400,18.171606
82401,26.089674
82402,26.804678
82403,27.895508
82404,27.821264
82405,28.654545
82406,28.1777
82407,27.884506
82408,28.939123
82409,26.893656
82410,27.684025
82411,27.652655
82412,27.491175
82413,26.450132
82414,24.580448
82415,23.64808
82416,23.554844
82417,20.239658
82418,20.27715
82419,21.122671
82420,18.22572
82421,16.462276
82422,14.069585
82423,12.255174
82424,6.331163
82425,2.8417392
82426,1.5343108
82427,0.47054565
82428,0.19907296
82429,0.4921075
82430,0.0395391
82431,-0.021266818
82432,0.11985907
82433,0.099888206
82434,-0.05678928
82435,-0.06783521
82436,-0.068241894
82437,-0.060733795
82438,-0.060733795
82439,-0.060733795
82440,-0.061164558
82441,-0.06118667
82442,0.0637418
82443,0.38057423
82444,0.42512047
82445,0.056402564
82446,-0.014955282
82447,0.0023899972
82448,-0.14713341
82449,-0.14713341
82450,-0.14756918
82451,-0.14756918
82452,-0.14756918
82453,-0.14756918
82454,-0.14756918
82455,-0.14756918
82456,-0.14756918
82457,-0.14756918
82458,-0.08370435
82459,-0.09273988
82460,-0.08564758
82461,-0.08564758
82462,-0.10342252
82463,-0.11305404
82464,-0.084248126
82465,0.66587204
82466,1.1773082
82467,1.9979551
82468,3.7666957
82469,5.681189
82470,8.30102
82471,11.672367
82472,14.174495
82473,19.266344
82474,21.536245
82475,23.24707
82476,26.240618
82477,24.328754
82478,25.024557
82479,24.98684
82480,25.0805
82481,25.135561
82482,24.886938
82483,24.729126
82484,25.170824
82485,26.563623
82486,27.13701
82487,27.111181
82488,26.978037
82489,24.797289
82490,25.357447
82491,24.469467
82492,23.453175
82493,21.544981
82494,20.286692
82495,18.945967
82496,19.202763
82497,19.172941
82498,17.63312
82499,16.635822
82500,13.528112
82501,11.072528
82502,6.4753737
82503,1.8596553
82504,-0.07615173
82505,-0.07615173
82506,-0.052519858
82507,-0.051371634
82508,-0.051972806
82509,-0.051972806
82510,-0.06364906
82511,-0.082018435
82512,-0.082018435
82513,-0.082018435
82514,-0.082018435
82515,-0.041921437
82516,-0.06952286
82517,-0.07204872
82518,-0.07204872
82519,-0.07204872
82520,-0.07212967
82521,-0.08538991
82522,-0.06794071
82523,-0.06794071
82524,0.6635606
82525,1.4223783
82526,1.7959715
82527,3.252967
82528,4.7284355
82529,6.8150325
82530,9.86182
82531,13.455411
82532,15.536023
82533,19.350222
82534,22.79905
82535,24.457466
82536,25.834934
82537,26.44155
82538,25.99872
82539,26.143475
82540,26.229347
82541,27.111319
82542,25.86191
82543,21.843664
82544,22.071783
82545,23.498034
82546,21.509104
82547,21.662348
82548,18.640291
82549,18.480951
82550,14.99942
82551,14.024566
82552,12.989693
82553,11.7067
82554,11.454841
82555,10.728435
82556,7.2242975
82557,7.021051
82558,5.168773
82559,5.035894
82560,3.5486717
82561,2.7180252
82562,1.5718962
82563,0.0328584
82564,0.31586593
82565,0.38619947
82566,0.2906395
82567,0.17272401
82568,0.00083237886
82569,-0.019115508
82570,0.09706846
82571,0.09706846
82572,0.09706846
82573,0.01955545
82574,0.01955545
82575,-0.026482463
82576,-0.026482463
82577,-0.026482463
82578,-0.027083635
82579,-0.027083635
82580,-0.027083635
82581,-0.027083635
82582,-0.027083635
82583,-0.027083635
82584,-0.027083635
82585,-0.027083635
82586,-0.027083635
82587,-0.027083635
82588,-0.027083635
82589,-0.027083635
82590,-0.027083635
82591,-0.027477682
82592,0.026613533
82593,0.026613533
82594,0.026613533
82595,0.030046552
82596,0.033043653
82597,0.033043653
82598,0.059751242
82599,0.1331439
82600,0.1331439
82601,0.14049608
82602,0.14049608
82603,0.14049608
82604,0.14049608
82605,0.22645974
82606,0.87470067
82607,1.9477882
82608,3.414782
82609,4.834281
82610,5.9738336
82611,7.789009
82612,9.489027
82613,13.811332
82614,15.649058
82615,18.23677
82616,21.180655
82617,23.266375
82618,23.811846
82619,24.103899
82620,23.992348
82621,23.755825
82622,24.045822
82623,23.647284
82624,24.415537
82625,23.10111
82626,22.717014
82627,19.797867
82628,19.187849
82629,17.835691
82630,16.671875
82631,16.189228
82632,15.282024
82633,12.204838
82634,11.090339
82635,9.667046
82636,8.621615
82637,8.229573
82638,8.180159
82639,7.1485925
82640,5.5651827
82641,4.037064
82642,2.897767
82643,2.1887298
82644,1.1152989
82645,-0.05255109
82646,-0.05538726
82647,-0.054956496
82648,-0.048366785
82649,-0.047972918
82650,-0.047972918
82651,-0.047972918
82652,-0.04544705
82653,-0.04544705
82654,-0.04544705
82655,-0.04544705
82656,-0.045357823
82657,-0.045357823
82658,-0.04541129
82659,-0.029085755
82660,-0.029085755
82661,-0.029085755
82662,-0.029085755
82663,-0.029085755
82664,-0.029085755
82665,-0.029085755
82666,-0.029516578
82667,-0.07533026
82668,-0.07533026
82669,-0.07533026
82670,-0.07159424
82671,-0.07159424
82672,-0.07159424
82673,-0.07159424
82674,-0.07159424
82675,-0.07159424
82676,-0.07159424
82677,-0.07159424
82678,-0.07159424
82679,-0.07159424
82680,-0.07159424
82681,-0.07159424
82682,-0.07322276
82683,-0.07322276
82684,-0.07322276
82685,-0.08483094
82686,-0.08483094
82687,-0.08483094
82688,-0.08483094
82689,-0.07322276
82690,-0.07010734
82691,-0.045910776
82692,0.02538547
82693,-0.044659495
82694,-0.0751763
82695,-0.078627765
82696,-0.07899177
82697,-0.07899177
82698,-0.078627765
82699,-0.07817352
82700,-0.07817459
82701,0.9665575
82702,1.93898
82703,2.480927
82704,4.0380898
82705,5.1742234
82706,8.089639
82707,8.6114
82708,10.283268
82709,12.999453
82710,16.298037
82711,19.878225
82712,22.495798
82713,23.884588
82714,25.229319
82715,25.301962
82716,25.213629
82717,25.213629
82718,24.977007
82719,24.066011
82720,23.612263
82721,22.420826
82722,22.482088
82723,21.827967
82724,20.915901
82725,20.814875
82726,20.840305
82727,20.760303
82728,20.01304
82729,19.435654
82730,17.918886
82731,16.20188
82732,14.528644
82733,12.662669
82734,11.402309
82735,8.904367
82736,7.129291
82737,4.901641
82738,3.6874151
82739,1.4876767
82740,0.029174864
82741,-0.042624056
82742,-0.036141098
82743,-0.033465922
82744,-0.03830868
82745,-0.036886513
82746,-0.030084014
82747,-0.023811817
82748,-0.035754442
82749,-0.0591954
82750,-0.0591954
82751,-0.0591954
82752,-0.061713696
82753,-0.066018164
82754,-0.066018164
82755,-0.06698942
82756,-0.0727393
82757,-0.07702553
82758,-0.07702553
82759,-0.070472
82760,-0.06616849
82761,-0.059429467
82762,-0.05072415
82763,-0.052352667
82764,-0.06433666
82765,-0.06433666
82766,-0.065003514
82767,-0.06453216
82768,-0.05423218
82769,-0.05560887
82770,-0.063025415
82771,-0.059847713
82772,-0.059847713
82773,-0.07033682
82774,-0.07710791
82775,-0.07710791
82776,-0.07786542
82777,-0.08056724
82778,-0.0807215
82779,-0.08064884
82780,-0.08064884
82781,-0.07757783
82782,-0.07663143
82783,-0.07587391
82784,-0.07986379
82785,-0.07584393
82786,-0.07399714
82787,-0.06260365
82788,-0.06260365
82789,-0.06260365
82790,-0.064235985
82791,-0.065781415
82792,-0.065781415
82793,0.2937009
82794,0.88560545
82795,1.4516661
82796,1.3810849
82797,1.662818
82798,2.0637522
82799,2.3797717
82800,2.994609
82801,3.4162505
82802,4.534457
82803,4.91004
82804,6.588331
82805,6.579707
82806,7.4427648
82807,7.8870053
82808,7.8557315
82809,6.7038174
82810,6.820296
82811,6.9297624
82812,7.522975
82813,7.4267573
82814,8.335058
82815,8.352636
82816,7.965894
82817,7.7894464
82818,7.101755
82819,6.7154045
82820,7.017723
82821,7.159157
82822,7.3466763
82823,7.7335534
82824,7.5867543
82825,7.4937105
82826,5.616973
82827,5.089545
82828,3.1091704
82829,2.0437303
82830,1.9813672
82831,1.0577778
82832,-0.04496175
82833,-0.047640443
82834,-0.047640443
82835,-0.030719638
82836,-0.026307762
82837,-0.07924682
82838,-0.078816056
82839,-0.07773805
82840,-0.07773805
82841,0.6463923
82842,1.501067
82843,2.049303
82844,3.7462416
82845,5.963978
82846,8.160963
82847,12.074815
82848,14.868432
82849,19.032473
82850,21.133009
82851,23.987934
82852,26.521368
82853,27.071758
82854,29.384249
82855,29.361887
82856,29.582174
82857,26.454296
82858,25.785154
82859,26.800814
82860,27.594793
82861,27.278217
82862,26.71343
82863,26.680218
82864,26.762861
82865,26.170889
82866,26.365284
82867,26.573542
82868,23.364407
82869,23.067429
82870,22.957489
82871,20.867662
82872,20.746397
82873,16.803331
82874,13.715298
82875,10.856323
82876,7.0230494
82877,3.2547317
82878,1.6774696
82879,0.80292106
82880,0.049003124
82881,0.049003124
82882,0.049003124
82883,-0.1017828
82884,-0.1017828
82885,-0.10293102
82886,-0.06178063
82887,-0.06178063
82888,-0.06178063
82889,0.6845021
82890,1.2959116
82891,1.8862255
82892,3.5607264
82893,5.1485696
82894,6.9492564
82895,11.64379
82896,15.301441
82897,18.676617
82898,19.787441
82899,19.668905
82900,20.000612
82901,22.604448
82902,24.399086
82903,25.92594
82904,26.86439
82905,27.284063
82906,29.232054
82907,29.353739
82908,28.743723
82909,28.696877
82910,26.316797
82911,26.296469
82912,27.227173
82913,26.886763
82914,26.994017
82915,26.778467
82916,24.18272
82917,22.963982
82918,20.223824
82919,20.769594
82920,16.087635
82921,12.811006
82922,10.794515
82923,7.5809326
82924,6.100826
82925,3.594222
82926,2.2218904
82927,1.3503997
82928,-0.005266726
82929,-0.005266726
82930,-0.07518953
82931,-0.06757122
82932,-0.06757122
82933,-0.06757122
82934,-0.06757122
82935,-0.06757122
82936,-0.06757122
82937,0.7940187
82938,1.3534999
82939,1.7283046
82940,3.9392712
82941,5.40772
82942,8.408675
82943,11.229966
82944,14.107406
82945,15.611832
82946,18.281702
82947,24.15933
82948,25.687628
82949,27.28783
82950,27.74512
82951,28.054453
82952,24.458223
82953,22.814274
82954,22.01391
82955,22.974058
82956,22.526247
82957,22.744862
82958,22.678263
82959,21.647179
82960,17.530413
82961,18.369158
82962,19.41216
82963,19.530497
82964,22.329329
82965,20.256569
82966,19.353895
82967,19.652767
82968,16.977602
82969,13.053488
82970,9.684673
82971,7.5074797
82972,5.988881
82973,4.1460743
82974,2.3795702
82975,1.3389568
82976,-0.05142325
82977,-0.05142325
82978,-0.05541724
82979,-0.05541724
82980,-0.044762373
82981,-0.044762373
82982,-0.044762373
82983,-0.051180482
82984,0.12717807
82985,0.1255281
82986,0.12277678
82987,0.10643631
82988,-0.035210907
82989,0.9665606
82990,1.8076686
82991,3.2879336
82992,3.7644954
82993,5.731789
82994,8.733182
82995,11.037986
82996,14.082659
82997,15.655683
82998,19.622152
82999,20.866934
83000,22.76335
83001,23.083874
83002,23.77922
83003,24.31399
83004,23.618189
83005,24.41055
83006,24.952967
83007,24.253353
83008,23.091879
83009,22.88921
83010,22.694645
83011,23.171764
83012,23.035519
83013,22.304533
83014,22.288347
83015,22.448784
83016,21.350166
83017,21.112913
83018,22.24641
83019,22.159817
83020,19.879026
83021,17.419056
83022,14.093223
83023,10.99552
83024,7.038777
83025,4.2731943
83026,3.0767903
83027,1.7145265
83028,0.54590005
83029,0.24098417
83030,0.13012755
83031,-0.07671124
83032,-0.07408947
83033,-0.077515066
83034,-0.073177814
83035,-0.073177814
83036,-0.073177814
83037,-0.073177814
83038,-0.073177814
83039,-0.073177814
83040,-0.073177814
83041,-0.07002735
83042,-0.057531953
